consistency-validation-worker-1  | [2025-10-27 04:28:23,814: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:28:43,461: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:28:45,241: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:28:47,554: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:28:49,333: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:28:49,335: WARNING/ForkPoolWorker-8] No match found for user clause: 제11조 조본문
consistency-validation-worker-1  | [2025-10-27 04:28:49,335: INFO/ForkPoolWorker-8] Verifying user clause 68/90: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:28:51,143: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:28:51,144: INFO/ForkPoolWorker-8] Match found: 제12조 조본문 -> 불가항력 (confidence: 0.95)
consistency-validation-worker-1  | [2025-10-27 04:28:51,144: INFO/ForkPoolWorker-8] Verifying user clause 69/90: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:28:51,144: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 불가항력 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:28:52,903: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:28:52,905: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:28:55,218: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:28:57,145: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:28:58,610: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:00,552: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:00,553: WARNING/ForkPoolWorker-8] No match found for user clause: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:00,553: INFO/ForkPoolWorker-8] Verifying user clause 70/90: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:00,553: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 불가항력 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:02,558: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:02,559: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:04,245: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:05,851: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:07,334: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:08,867: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:08,868: WARNING/ForkPoolWorker-8] No match found for user clause: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:08,868: INFO/ForkPoolWorker-8] Verifying user clause 71/90: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:08,868: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:10,705: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:10,706: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 불가항력 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:12,638: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:14,339: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:16,677: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:16,679: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 계약기간 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:18,535: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:18,536: WARNING/ForkPoolWorker-8] No match found for user clause: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:18,536: INFO/ForkPoolWorker-8] Verifying user clause 72/90: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:18,536: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 대상데이터의 범위 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:20,289: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:20,291: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:21,801: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:23,633: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:25,017: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:26,556: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:26,557: WARNING/ForkPoolWorker-8] No match found for user clause: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:26,557: INFO/ForkPoolWorker-8] Verifying user clause 73/90: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:26,557: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:28,143: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:28,146: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제12조 조본문 -> 불가항력 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:29,738: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:31,002: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:32,767: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:34,266: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:34,267: WARNING/ForkPoolWorker-8] No match found for user clause: 제12조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:34,267: INFO/ForkPoolWorker-8] Verifying user clause 74/90: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:35,514: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:35,516: INFO/ForkPoolWorker-8] Match found: 제13조 조본문 -> 준거법 (confidence: 0.90)
consistency-validation-worker-1  | [2025-10-27 04:29:35,516: INFO/ForkPoolWorker-8] Verifying user clause 75/90: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:37,233: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:37,234: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제13조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:38,441: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:40,073: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:40,074: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제13조 조본문 -> 계약기간 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:41,353: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:42,747: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:42,748: WARNING/ForkPoolWorker-8] No match found for user clause: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:42,748: INFO/ForkPoolWorker-8] Verifying user clause 76/90: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:44,081: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:45,486: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:46,899: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:46,901: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제13조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:48,166: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:50,124: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:50,125: WARNING/ForkPoolWorker-8] No match found for user clause: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:50,125: INFO/ForkPoolWorker-8] Verifying user clause 77/90: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:51,683: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:51,684: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제13조 조본문 -> 준거법 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:29:53,171: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:54,613: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:55,994: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:57,150: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:57,151: WARNING/ForkPoolWorker-8] No match found for user clause: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:57,151: INFO/ForkPoolWorker-8] Verifying user clause 78/90: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:29:58,913: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:29:58,914: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제13조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:30:00,305: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:01,595: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:03,178: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:03,179: WARNING/ForkPoolWorker-8] No match found for user clause: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:03,179: INFO/ForkPoolWorker-8] Verifying user clause 79/90: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:05,451: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:08,758: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:10,352: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:11,752: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:11,753: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제13조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:30:13,304: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:13,306: WARNING/ForkPoolWorker-8] No match found for user clause: 제13조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:13,306: INFO/ForkPoolWorker-8] Verifying user clause 80/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:14,974: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:16,632: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:18,371: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:18,375: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:30:19,799: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:21,459: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:21,461: WARNING/ForkPoolWorker-8] No match found for user clause: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:21,461: INFO/ForkPoolWorker-8] Verifying user clause 81/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:23,006: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:24,794: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:24,796: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:30:25,978: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:27,507: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:28,975: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:28,976: WARNING/ForkPoolWorker-8] No match found for user clause: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:28,976: INFO/ForkPoolWorker-8] Verifying user clause 82/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:30,519: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:30,521: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:30:31,732: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:33,146: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:34,870: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
